text,Split_Clauses,Word_Counts,Max_Syntax_Tree_Depth,Word_Order,Verb_Phrases
I went out and showered off afterwards,"['showered off afterwards', 'I went out and showered off afterwards']","[3, 7]",2,"['V', 'SV']","[1, 1]"
and the hot water felt really good,['and the hot water felt really good'],[7],2,['SV'],[1]
but I was getting stiffer and stiffer,['but I was getting stiffer and stiffer'],[7],2,['SV'],[1]
when we left the sun was shining and it was about eighty degrees,"['when we left the sun was shining and it was about eighty degrees', 'when we left the sun']","[13, 5]",4,"['SOV', 'SVO']","[1, 1]"
and just standing still in the sun felt really good but moving was getting incredibly hard,"['and just standing still in the sun felt really good but moving was getting incredibly hard', 'was getting incredibly hard', 'moving', 'and just standing still in the sun']","[16, 4, 1, 7]",4,"['V', 'V', 'V', 'V']","[2, 1, 1, 1]"
since my friend only lived a couple of blocks away I sat down and said,"['since my friend only lived a couple of blocks away I sat down and said', 'said', 'since my friend only lived a couple of blocks away']","[15, 1, 10]",4,"['SOV', 'V', 'SVO']","[1, 1, 1]"
Im just gonna sit here,"['na sit here', 'Im just gonna sit here']","[3, 7]",2,"['V', 'SV']","[1, 2]"
can you go home and have your mom call my mom and have her come and pick me up,"['can you go home and have your mom call my mom and have her come and pick me up', 'have your mom call my mom and have her come and pick me up']","[19, 14]",6,"['SVO', 'SVO']","[1, 1]"
well my mom came to pick me up,"['to pick me up', 'well my mom came to pick me up']","[4, 8]",2,"['VO', 'SVO']","[1, 2]"
she felt that I had a fever took me to the hospital and they found out that I had meningitis,"['she felt that I had a fever took me to the hospital and they found out that I had meningitis', 'that I had a fever took me to the hospital', 'they found out that I had meningitis']","[20, 10, 7]",5,"['SVO', 'SVO', 'SVO']","[1, 1, 1]"
and I was in the hospital for four days,['and I was in the hospital for four days'],[9],3,['SV'],[0]
oh it might have been five I cant remember,"['I cant remember', 'oh it might have been five I cant remember']","[4, 10]",2,"['SV', 'SV']","[1, 1]"
it it I was seven okay,['it it I was seven okay'],[6],1,['VS'],[0]
and they gave me a spinal tap,['and they gave me a spinal tap'],[7],2,['SVO'],[1]
and thats terrifying because they have you laying on your side,"['and thats terrifying because they have you laying on your side', 'because they have you laying on your side']","[12, 8]",5,"['SV', 'SV']","[0, 1]"
and here I was seven,['and here I was seven'],[5],1,['SV'],[0]
ERROR,['ERROR'],[1],0,['V'],[0]
now dont move,['now dont move'],[4],1,['V'],[1]
thisll hurt but dont move you might end up paralyzed,"['thisll hurt but dont move you might end up paralyzed', 'dont move you might end up paralyzed']","[12, 8]",3,"['SV', 'VS']","[3, 2]"
well that certainly calmed me right down,['well that certainly calmed me right down'],[7],2,['SVO'],[1]
but with the exception that they bring in the flavored pops whenever I wanted from the nursing station,['but with the exception that they bring in the flavored pops whenever I wanted from the nursing station'],[18],6,['VOS'],[0]
the refrigerated ke fruit drink things that are frozen,"['the refrigerated ke fruit drink things that are frozen', 'that are frozen', 'refrigerated']","[9, 3, 1]",2,"['V', 'V', 'V']","[1, 1, 1]"
that was okay,['that was okay'],[3],1,['SV'],[0]
but they didnt turn the tv on for my room until the day I left,['but they didnt turn the tv on for my room until the day I left'],[16],4,['SVO'],[1]
so I was in the hospital for four days with no tv,['so I was in the hospital for four days with no tv'],[12],3,['SV'],[0]
but Im,['but Im'],[3],2,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
my mom when I was twenty one had a brain tumor,['my mom when I was twenty one had a brain tumor'],[11],4,['SVO'],[1]
and she went in for surgery,['and she went in for surgery'],[6],2,['SV'],[1]
and when she came back out,"['and when she came back out', 'when she came back out']","[6, 5]",2,"['VS', 'SV']","[0, 1]"
this is in the late seventies,['this is in the late seventies'],[6],3,['SV'],[0]
they did the surgery,['they did the surgery'],[4],2,['SVO'],[1]
they got the tumor out,['they got the tumor out'],[5],2,['SVO'],[1]
but at the same time it caused some damage to her ability to speak well and to understand well,['but at the same time it caused some damage to her ability to speak well and to understand well'],[19],6,['SVO'],[3]
it it was difficult trying to develop lists of things that she wanted done around the house,"['it it was difficult trying to develop lists of things that she wanted done around the house', 'trying to develop lists of things that she wanted done around the house']","[17, 13]",8,"['SVO', 'VOS']","[1, 2]"
but we managed to work out a pretty good system of youknow,"['to work out a pretty good system of youknow', 'but we managed to work out a pretty good system of youknow']","[9, 12]",4,"['VO', 'SVO']","[1, 2]"
shed write down things as they occurred to her immediately on a pad of paper which she always kept with her,"['shed write down things as they occurred to her immediately on a pad of paper which she always kept with her', 'write down things as they occurred to her immediately on a pad of paper which she always kept with her']","[21, 20]",7,"['VOS', 'VOS']","[1, 1]"
and that seemed to help alot because youknow she could remember something short term but an hour from now forget it,"['to help alot because youknow she could remember something short term but an hour from now forget it', 'and that seemed to help alot because youknow she could remember something short term but an hour from now forget it']","[18, 21]",6,"['VOS', 'SVO']","[2, 3]"
but just by carrying that pad around with her all the time she was able to make lists of things so when I came home I knew what she wanted done,"['what she wanted', 'done', 'when I came home', 'but just by carrying that pad around with her all the time she was able to make lists of things so when I came home I knew what she wanted done']","[3, 1, 4, 31]",9,"['OSV', 'V', 'SV', 'OSV']","[1, 1, 1, 2]"
and we were able to youknow bridge the gaps for awhile until her condition ended up getting worse and she ended up going to a nursing home,"['she ended up going to a nursing home', 'and we were able to youknow bridge the gaps for awhile until her condition ended up getting worse and she ended up going to a nursing home']","[8, 27]",5,"['SV', 'SVO']","[1, 1]"
Ive had a stress free life,['Ive had a stress free life'],[7],3,['SVO'],[1]
okay,['okay'],[1],0,['V'],[0]
when I was in high school I was out with some friends at PresqueIsle,['when I was in high school I was out with some friends at PresqueIsle'],[14],4,['SV'],[0]
theres no death in this story,['theres no death in this story'],[7],4,['V'],[1]
and we were walking along,['and we were walking along'],[5],1,['SV'],[1]
and its all rocks along the edge of LakeSuperior,['and its all rocks along the edge of LakeSuperior'],[9],4,['V'],[0]
its not a beach at that particular spot,['its not a beach at that particular spot'],[8],3,['V'],[0]
and it was a big rock cliff on one side,['and it was a big rock cliff on one side'],[10],4,['SV'],[0]
and I looked over at it,['and I looked over at it'],[6],2,['SV'],[1]
and I thought I could climb it,"['and I thought I could climb it', 'I could climb it']","[7, 4]",2,"['SVO', 'SVO']","[2, 1]"
and one of my friends said,['and one of my friends said'],[6],4,['SV'],[1]
I dont know,['I dont know'],[4],1,['SV'],[1]
oh no,['oh no'],[2],1,['V'],[0]
well I managed to climb,"['well I managed to climb', 'to climb']","[5, 2]",2,"['SV', 'V']","[2, 1]"
it was probably a sixty or seventy foot cliff,['it was probably a sixty or seventy foot cliff'],[9],3,['SV'],[0]
and I got up within about five ten feet to the top and then ran out of hand holds,"['holds', 'and I got up within about five ten feet to the top and then ran out of hand holds', 'then ran out of hand']","[1, 19, 5]",4,"['V', 'SV', 'V']","[1, 1, 1]"
and I was looking down,['and I was looking down'],[5],1,['SV'],[1]
I didnt wanna look down anymore,['I didnt wanna look down anymore'],[7],2,['SV'],[1]
it was way far down,['it was way far down'],[5],3,['SV'],[0]
but I was able to move off to one side,['but I was able to move off to one side'],[10],5,['SV'],[1]
and there was a tree that was actually,['and there was a tree that was actually'],[8],3,['VS'],[1]
and I was able to reach up with one hand,['and I was able to reach up with one hand'],[10],5,['SV'],[1]
but at that point I was pretty darn scared because I didnt know how secure that tree was,"['because I didnt know how secure that tree was', 'but at that point I was pretty darn scared because I didnt know how secure that tree was']","[10, 19]",4,"['SV', 'SV']","[1, 1]"
but there was only one way to find out,['but there was only one way to find out'],[9],3,['V'],[2]
and it was strong enough since Im here,"['and it was strong enough since Im here', 'since Im here']","[9, 4]",2,"['SV', 'SV']","[0, 1]"
this woman was walking,['this woman was walking'],[4],2,['SV'],[1]
and allofasudden a flash flood came up and swept her down stream,"['and allofasudden a flash flood', 'and allofasudden a flash flood came up and swept her down stream', 'swept her down stream']","[5, 12, 4]",3,"['VO', 'OV', 'VO']","[1, 1, 1]"
fortunately she was lucky enough to grab on to a tree branch and hold on,['fortunately she was lucky enough to grab on to a tree branch and hold on'],[15],5,['SV'],[1]
and a rescue worker came along looking to see if there are any victims in the flood saw her out there begging for help,"['and a rescue worker came along looking to see if there are any victims in the flood saw her out there begging for help', 'looking to see if there are any victims in the flood saw her out there begging for help']","[24, 18]",7,"['SVO', 'VO']","[2, 2]"
and he climbs out on a long branch to rescue her,"['to rescue her', 'and he climbs out on a long branch to rescue her']","[3, 11]",3,"['VO', 'SVO']","[1, 2]"
and brings a belt sothat theyll be able to with a rope attached to it that sothat theyll be able to pull her back to shore safely,"['and brings a belt sothat theyll be able to with a rope attached to it that sothat theyll be able to pull her back to shore safely', 'sothat theyll be able to with a rope attached to it that sothat theyll be able to pull her back to shore safely']","[29, 25]",12,"['VOS', 'SVO']","[2, 1]"
and boy she looks cold,['and boy she looks cold'],[5],1,['SV'],[1]
little boy is getting ready to go to school and his mom offers an umbrella,"['little boy is getting ready to go to school and his mom offers an umbrella', 'his mom offers an umbrella']","[15, 5]",4,"['SVO', 'SVO']","[2, 1]"
he says,['he says'],[2],1,['SV'],[1]
no Mom,['no Mom'],[2],1,['V'],[0]
I dont need an umbrella,['I dont need an umbrella'],[6],2,['SVO'],[1]
its not raining,['its not raining'],[3],1,['SV'],[1]
once again she asks him,['once again she asks him'],[5],2,['SVO'],[1]
you really oughta take your umbrella with you today,['you really oughta take your umbrella with you today'],[9],2,['SVO'],[1]
no no no Mom Im just fine,"['Im just fine', 'no no no Mom Im just fine']","[4, 8]",3,"['SV', 'VS']","[1, 0]"
he walks out the door and starts walking to school when all of a sudden it starts to rain,"['it starts to rain', 'starts walking to school', 'he walks out the door and starts walking to school when all of a sudden it starts to rain']","[4, 4, 19]",4,"['SV', 'V', 'SVO']","[2, 1, 2]"
it starts raining harder and harder,"['raining harder and harder', 'it starts raining harder and harder']","[4, 6]",3,"['V', 'SV']","[1, 1]"
he turns around runs back and runs into the house,['he turns around runs back and runs into the house'],[10],5,['SVO'],[1]
hes soaking wet,['hes soaking wet'],[4],1,['SVO'],[1]
his hairs plastered down,['his hairs plastered down'],[4],2,['SV'],[1]
his shirt is soaked,['his shirt is soaked'],[4],2,['V'],[1]
his mom looks at him and says,"['says', 'his mom looks at him and says']","[1, 7]",2,"['V', 'SV']","[1, 1]"
now didnt I ask you if you needed that umbrella,"['now didnt I ask you if you needed that umbrella', 'if you needed that umbrella']","[11, 5]",3,"['SVO', 'SVO']","[1, 1]"
so he quickly changed his clothes and then took the umbrella with him on his way back to school again,"['then took the umbrella with him on his way back to school again', 'so he quickly changed his clothes and then took the umbrella with him on his way back to school again']","[13, 20]",6,"['VO', 'SVO']","[1, 1]"
theres a boy outside playing with a soccer ball when all of a sudden he decides to try to kick it as hard as he can,"['he decides to try to kick it as hard', 'theres a boy outside playing with a soccer ball when all of a sudden he decides to try to kick it as hard as he can']","[9, 27]",5,"['SVO', 'VSO']","[3, 3]"
the ball sails quite a ways,['the ball sails quite a ways'],[6],2,['V'],[0]
infact it sails so far it sails right through the neighbors plate glass window in his living room,"['infact it sails so far it sails right through the neighbors plate glass window in his living room', 'plate glass window in his living room', 'infact it sails so far']","[18, 7, 5]",4,"['OSV', 'V', 'VO']","[1, 0, 1]"
when it comes through the glass after breaking a window it even knocks over a lamp in the living room,"['when it comes through the glass after breaking a window it even knocks over a lamp in the living room', 'when it comes through the glass after breaking a window']","[20, 10]",5,"['SOV', 'SVO']","[1, 1]"
the man whos sitting in his living room minding his own business before the ball comes flying through jumps up grabs the ball and looks out the window,"['the man whos sitting in his living room minding his own business before the ball comes flying through jumps up grabs the ball and looks out the window', 'whos sitting in his living room minding his own business before the ball comes flying through jumps up grabs the ball and looks out the window']","[29, 27]",8,"['VSO', 'SVO']","[1, 1]"
but the boys run away,['but the boys run away'],[5],2,['SV'],[1]
there once was a young girl called Cinderella,['there once was a young girl called Cinderella'],[8],3,['V'],[0]
she had three ugly stepsisters,['she had three ugly stepsisters'],[5],2,['SVO'],[1]
and her family didnt like her very much and made her do all,"['and her family didnt like her very much and made her do all', 'made her do all']","[14, 4]",3,"['SVO', 'VSO']","[1, 1]"
she hadta scru,['she hadta scru'],[3],1,['SVO'],[0]
and she hadta cle,['and she hadta cle'],[4],1,['V'],[0]
and she hadta cook and sew and everything all by herself while her stepsisters just got to lay around trying on pretty clothes and going out and having fun,"['sew and everything all by herself while her stepsisters just got to lay around trying on pretty clothes and going out and having fun', 'and she hadta', 'and she hadta cook and sew and everything all by herself while her stepsisters just got to lay around trying on pretty clothes and going out and having fun']","[24, 3, 29]",7,"['VSO', 'SV', 'SVO']","[2, 1, 1]"
one day the prince was gonna have a big ball,"['na have a big ball', 'one day the prince was gonna have a big ball']","[5, 11]",3,"['VO', 'SVO']","[1, 2]"
and all three of the sisters were figuring out what to wear,"['and all three of the sisters were figuring out what to wear', 'what to wear']","[12, 3]",4,"['SVO', 'OV']","[2, 1]"
looking around buying e new dresses checking out how they looked,['looking around buying e new dresses checking out how they looked'],[11],6,['VOS'],[1]
but Cinderella couldnt go,['but Cinderella couldnt go'],[5],1,['SV'],[1]
when allofasudden her fairy godmother appears and says,"['when allofasudden', 'when allofasudden her fairy godmother appears and says', 'says']","[2, 8, 1]",2,"['V', 'SV', 'V']","[1, 1, 1]"
whats wrong Cinderella,['whats wrong Cinderella'],[4],2,['SVO'],[1]
why are you so depressed,['why are you so depressed'],[5],2,['VS'],[0]
Cinderella says,['Cinderella says'],[2],1,['SV'],[1]
I cant go to the ball that the prince is having but my stepsisters get to go instead,"['I cant go to the ball that the prince is having but my stepsisters get to go instead', 'my stepsisters get to go instead']","[19, 6]",5,"['SVO', 'SV']","[3, 2]"
and the fairy godmother says,['and the fairy godmother says'],[5],2,['SV'],[1]
well nonsense,['well nonsense'],[2],1,['V'],[0]
and she waves her magic wand and a beautiful gown appears,"['and she waves her magic wand and a beautiful gown appears', 'appears']","[11, 1]",3,"['SVO', 'V']","[1, 1]"
and she says,['and she says'],[3],1,['SV'],[1]
well youre gonna need a horse or horses and a coach to ride,"['na need a horse or horses and a coach to ride', 'well youre gonna need a horse or horses and a coach to ride']","[11, 15]",4,"['VO', 'SVO']","[2, 3]"
so she snatches up some mice that were playing in the kitchen and turns them into horses and turns a pumpkin into a huge carriage,['so she snatches up some mice that were playing in the kitchen and turns them into horses and turns a pumpkin into a huge carriage'],[25],7,['SVO'],[2]
and she gives her gives her a pair of fancy glass slippers to wear to the ball,"['gives her a pair of fancy glass slippers to wear to the ball', 'and she gives her gives her a pair of fancy glass slippers to wear to the ball']","[13, 17]",6,"['VO', 'SVO']","[2, 2]"
but the stepmother said or the fairy godmother says,"['the fairy godmother says', 'but the stepmother said or the fairy godmother says']","[4, 9]",3,"['SV', 'SV']","[1, 1]"
be sure youre home by midnight,['be sure youre home by midnight'],[7],4,['VS'],[0]
the magics only good for one day,['the magics only good for one day'],[7],3,['SV'],[0]
at the stroke of midnight all of this will disappear,['at the stroke of midnight all of this will disappear'],[10],4,['SV'],[1]
so Cinderella goes to the ball,['so Cinderella goes to the ball'],[6],3,['SV'],[1]
and she has a wonderful time,['and she has a wonderful time'],[6],2,['SVO'],[1]
shes dancing and makes a heck of an impression on the prince,"['shes dancing and makes a heck of an impression on the prince', 'makes a heck of an impression on the prince']","[13, 9]",7,"['SVO', 'VO']","[1, 1]"
he just wants to dance with her all night,"['to dance with her all night', 'he just wants to dance with her all night']","[6, 9]",3,"['V', 'SV']","[1, 2]"
when she allofasudden looks up at the clock and realizes its five minutes to midnight,"['looks up at the clock and realizes its five minutes to midnight', 'when she allofasudden looks up at the clock and realizes its five minutes to midnight']","[12, 15]",4,"['VO', 'SVO']","[1, 1]"
ohgoodness,['ohgoodness'],[1],0,['V'],[0]
so she turns and races outof the ball,"['so she turns and races outof the ball', 'races outof the ball']","[8, 4]",3,"['SVO', 'SVO']","[1, 1]"
and in a hurry to get away she drops one of her glass slippers,['and in a hurry to get away she drops one of her glass slippers'],[14],4,['SVO'],[2]
falls off of her foot,['falls off of her foot'],[5],4,['V'],[1]
hops into her carriage,['hops into her carriage'],[4],3,['V'],[1]
and as they race away but right at the stroke of midnight the horses change back into mice,"['as they race away but right at the stroke of midnight the horses change back into mice', 'and as they race away but right at the stroke of midnight the horses change back into mice']","[17, 18]",6,"['SV', 'VS']","[1, 0]"
the carriage changes back into a pumpkin,['the carriage changes back into a pumpkin'],[7],4,['SV'],[1]
and her fancy dress gown turns back into the rags that she wore in the kitchen,['and her fancy dress gown turns back into the rags that she wore in the kitchen'],[16],7,['SVO'],[1]
she sneaks into the house,['she sneaks into the house'],[5],3,['SV'],[1]
and all her stepsisters a were talking about the next day was how the prince fell in love with this beautiful lady,"['how the prince fell in love with this beautiful lady', 'and all her stepsisters a were talking about the next day', 'and all her stepsisters a were talking about the next day was how the prince fell in love with this beautiful lady']","[10, 11, 22]",6,"['SV', 'SV', 'SV']","[1, 1, 1]"
he tries to find her,"['he tries to find her', 'to find her']","[5, 3]",2,"['SVO', 'VO']","[2, 1]"
and all he hasta go by is the one glass slipper that she lost behind her,"['and all he hasta go by', 'and all he hasta go by is the one glass slipper that she lost behind her']","[6, 16]",4,"['SV', 'SVO']","[1, 0]"
he goes around,['he goes around'],[3],1,['SV'],[1]
he tries every girl is town to see whose foot the slipper will fit on,['he tries every girl is town to see whose foot the slipper will fit on'],[15],6,['SV'],[3]
the three ep stepsisters all try to squeeze their feet into that glass slipper as hard as they can,"['to squeeze their feet into that glass slipper as hard as they can', 'the three ep stepsisters all try to squeeze their feet into that glass slipper as hard as they can']","[13, 19]",4,"['VOS', 'SVO']","[1, 2]"
but they cant make them fit,"['them fit', 'but they cant make them fit']","[2, 7]",2,"['SV', 'SV']","[0, 1]"
when the prince looks over at the what he thinks is just the maid and says,"['when the prince looks over at the what he thinks is just the maid and says', 'says']","[16, 1]",5,"['SV', 'V']","[1, 1]"
why dont you try it on,['why dont you try it on'],[7],1,['SVO'],[1]
oh shes just the maid,['oh shes just the maid'],[6],2,['SV'],[1]
it couldnt possibly be her,['it couldnt possibly be her'],[6],1,['SV'],[0]
well wouldnt you know he tries it on her and it fits perfectly,"['it fits perfectly', 'you know', 'well wouldnt you know he tries it on her and it fits perfectly']","[3, 2, 14]",2,"['SV', 'SV', 'SVO']","[1, 1, 1]"
and they lived happily ever after,['and they lived happily ever after'],[6],2,['SV'],[1]
there was a cat that was walking outside when allofasudden a dog came along and chased the cat right up a tree,"['a dog came along and chased the cat right up a tree', 'there was a cat that was walking outside when allofasudden a dog came along and chased the cat right up a tree']","[12, 22]",4,"['SVO', 'VSO']","[1, 2]"
a little girl on her tricycle saw that her cat was up the tree,['a little girl on her tricycle saw that her cat was up the tree'],[14],4,['SV'],[1]
and started crying that her cat wouldnt come back down,"['crying that her cat wouldnt come back down', 'and started crying that her cat wouldnt come back down']","[9, 11]",4,"['VS', 'VS']","[2, 2]"
dad ci came out to see what all the commotion was about,"['dad ci came out to see what all the commotion was about', 'to see what all the commotion was']","[12, 7]",4,"['SV', 'VS']","[2, 1]"
and saw that he could get the cat back down by grabbing a ladder from his garage and climbing up the tree to get the cat,"['that he could get the cat back down by grabbing a ladder from his garage and climbing up the tree to get the cat', 'and saw that he could get the cat back down by grabbing a ladder from his garage and climbing up the tree to get the cat']","[24, 26]",7,"['SVO', 'VSO']","[2, 3]"
unfortunately once he got up the tree the ladder fell down,"['once he got up the tree', 'unfortunately once he got up the tree the ladder fell down']","[6, 11]",3,"['SVO', 'SOV']","[1, 1]"
and now dad was trapped up the tree with the cat while the dog was still barking,"['and now dad was trapped up the tree with the cat while the dog was still barking', 'while the dog was still barking']","[17, 6]",3,"['VOS', 'SV']","[2, 1]"
somebody called the fire department,['somebody called the fire department'],[5],2,['SVO'],[1]
they came over to rescue the cat and dad from the tree,"['to rescue the cat and dad from the tree', 'they came over to rescue the cat and dad from the tree']","[9, 12]",4,"['VO', 'SVO']","[1, 2]"
a,['a'],[1],0,['V'],[0]
ERROR,['ERROR'],[1],0,['V'],[0]
okay you need,['okay you need'],[3],1,['SV'],[1]
you get out,['you get out'],[3],1,['SV'],[1]
lay them down,['lay them down'],[3],1,['VO'],[1]
open,['open'],[1],0,['V'],[0]
take your knife,['take your knife'],[3],2,['VO'],[1]
scoop,['scoop'],[1],0,['V'],[1]
and spread,['and spread'],[2],1,['V'],[1]
open,['open'],[1],0,['V'],[0]
use the knife same knife,['use the knife same knife'],[5],2,['VO'],[1]
scoop,['scoop'],[1],0,['V'],[1]
and spread,['and spread'],[2],1,['V'],[1]
then place the two sides jelly peanut butter side together,['then place the two sides jelly peanut butter side together'],[10],4,['VO'],[1]
and you have a sandwich,['and you have a sandwich'],[5],2,['SVO'],[1]
okay first you needta make the soil,"['you needta', 'okay first you needta make the soil']","[2, 7]",2,"['SV', 'SVO']","[1, 1]"
whats the word Im looking for,['whats the word Im looking for'],[8],3,['VS'],[2]
you wanna till the soil,['you wanna till the soil'],[5],3,['SV'],[1]
and dig,['and dig'],[2],1,['V'],[1]
drop,['drop'],[1],0,['V'],[0]
cover,['cover'],[1],0,['V'],[1]
pour,['pour'],[1],0,['V'],[0]
and just keep it watered,"['and just keep it watered', 'watered']","[5, 1]",1,"['VO', 'V']","[1, 1]"
okay,['okay'],[1],0,['V'],[0]
its little Sams birthday,['its little Sams birthday'],[4],2,['SV'],[0]
and the guests begin to arrive,"['to arrive', 'and the guests begin to arrive']","[2, 6]",2,"['V', 'SV']","[1, 2]"
when suddenly someone notice notices tracks on the ground,"['suddenly someone notice', 'when suddenly someone notice notices tracks on the ground']","[3, 9]",4,"['SV', 'SVO']","[1, 1]"
what is that,['what is that'],[3],1,['VS'],[0]
where does it lead to,['where does it lead to'],[5],1,['SV'],[1]
ohno its the cake,['ohno its the cake'],[4],2,['VO'],[1]
whats happened to the cake,['whats happened to the cake'],[6],3,['OV'],[1]
the tracks suddenly look very familiar,['the tracks suddenly look very familiar'],[6],2,['SV'],[1]
they look like paw prints,['they look like paw prints'],[5],3,['SV'],[1]
so Sam and his mother track down the dog,['so Sam and his mother track down the dog'],[9],3,['SVO'],[1]
and he is underneath the couch,['and he is underneath the couch'],[6],3,['SV'],[0]
Mommy you get the broom,['Mommy you get the broom'],[5],2,['SVO'],[1]
my guests are coming,['my guests are coming'],[4],2,['SV'],[1]
what are we gonna do,['what are we gonna do'],[6],2,['OSV'],[2]
my cake is ruined,['my cake is ruined'],[4],2,['V'],[1]
in the meantime the guests arrive,['in the meantime the guests arrive'],[6],3,['SV'],[1]
and everyone notices the commotion,['and everyone notices the commotion'],[5],2,['SVO'],[1]
little Sams crying,['little Sams crying'],[3],2,['SV'],[1]
his mothers trying to get the dog out from under the couch,"['his mothers trying to get the dog out from under the couch', 'to get the dog out from under the couch']","[12, 9]",5,"['SVO', 'VO']","[2, 1]"
a,['a'],[1],0,['V'],[0]
after they take care of their dog the party continues,"['after they take care of their dog', 'after they take care of their dog the party continues']","[7, 10]",4,"['SVO', 'SOV']","[1, 1]"
and everything turns out al okay,['and everything turns out al okay'],[6],2,['SVO'],[1]
okay,['okay'],[1],0,['V'],[0]
it was a spring day in BluefieldWestVirginia,['it was a spring day in BluefieldWestVirginia'],[7],3,['SV'],[0]
and my best friend Grace and I were at the SevenEleven which was new to town,['and my best friend Grace and I were at the SevenEleven which was new to town'],[16],6,['SV'],[0]
enjoying a Slurpee because every Friday we got to go to SevenEleven to get a Slurpee,"['because every Friday we got to go to SevenEleven to get a Slurpee', 'enjoying a Slurpee because every Friday we got to go to SevenEleven to get a Slurpee']","[13, 16]",5,"['SVO', 'VOS']","[3, 3]"
my mom decides to cross the road,"['my mom decides to cross the road', 'to cross the road']","[7, 4]",3,"['SVO', 'VO']","[2, 1]"
and fill up her gas tank,['and fill up her gas tank'],[6],2,['VO'],[1]
Grace and I decide we got our Slurpees so quickly wed go across and meet her at the gas station,"['Grace and I decide we got our Slurpees so quickly wed go across and meet her at the gas station', 'we got our Slurpees', 'so quickly wed go across and meet her at the gas station']","[21, 4, 13]",5,"['SVO', 'SVO', 'SVO']","[1, 1, 1]"
we cross one lane no problem,['we cross one lane no problem'],[6],2,['SVO'],[1]
get across to the other side,['get across to the other side'],[6],3,['V'],[1]
Grace decides to cross back because she doesnt like the traffic going across the next road,"['to cross back', 'Grace decides to cross back because she doesnt like the traffic going across the next road', 'because she doesnt like the traffic going across the next road']","[3, 17, 12]",5,"['V', 'SV', 'SV']","[1, 3, 1]"
I stay,['I stay'],[2],1,['SV'],[1]
and theres alotof traffic,['and theres alotof traffic'],[5],2,['V'],[1]
and I decide to cross,"['to cross', 'and I decide to cross']","[2, 5]",2,"['V', 'SV']","[1, 2]"
sure enough I cross,"['sure enough I cross', 'I cross']","[4, 2]",2,"['VS', 'SV']","[0, 1]"
theres a blind side,['theres a blind side'],[5],2,['V'],[1]
Im hit by a car,['Im hit by a car'],[6],3,['V'],[1]
flipped,['flipped'],[1],0,['V'],[1]
and we find out later my leg is broken,"['later my leg is broken', 'and we find out later my leg is broken']","[5, 9]",3,"['V', 'SV']","[1, 2]"
it happened so fast I didnt remember any of it,"['it happened so fast I didnt remember any of it', 'I didnt remember any of it']","[11, 7]",4,"['SVO', 'SVO']","[2, 1]"
my mom unfortunately got to witness the entire thing,"['my mom unfortunately got to witness the entire thing', 'to witness the entire thing']","[9, 5]",3,"['SVO', 'VO']","[2, 1]"
and called an ambulance,['and called an ambulance'],[4],2,['V'],[1]
they took me to the hospital,['they took me to the hospital'],[6],3,['SVO'],[1]
set my leg,['set my leg'],[3],2,['VO'],[1]
I had a cast up to my hip,['I had a cast up to my hip'],[8],4,['SVO'],[1]
I went home,['I went home'],[3],1,['SV'],[1]
and was homeschooled for about three weeks,['and was homeschooled for about three weeks'],[7],4,['V'],[1]
but all in all it was very comfortable,['but all in all it was very comfortable'],[8],3,['SV'],[0]
friends came to see me,"['to see me', 'friends came to see me']","[3, 5]",2,"['VO', 'SVO']","[1, 2]"
and it turned out it was a student teacher at our school that hit me,['and it turned out it was a student teacher at our school that hit me'],[15],4,['SVO'],[1]
that was kindof an odd coincidence in our town,['that was kindof an odd coincidence in our town'],[9],4,['SVO'],[1]
but I healed very well,['but I healed very well'],[5],2,['SV'],[1]
and thats my story,['and thats my story'],[5],2,['SV'],[1]
can you imagine how the poor,['can you imagine how the poor'],[6],2,['SV'],[1]
I take a class,['I take a class'],[4],2,['SVO'],[1]
and at the class I noticed a,['and at the class I noticed a'],[7],3,['SVO'],[1]
and then I heard him speak to the teacher,"['and then I heard him speak to the teacher', 'him speak to the teacher']","[9, 5]",4,"['SV', 'SV']","[1, 1]"
and,['and'],[1],0,['V'],[0]
it was slightly impaired,['it was slightly impaired'],[4],2,['SV'],[0]
but you could understand him,['but you could understand him'],[5],1,['SVO'],[1]
but it was very kind of nasal in the back of his throat,['but it was very kind of nasal in the back of his throat'],[13],5,['SV'],[0]
this is a tap class,['this is a tap class'],[5],2,['SV'],[0]
so we dance,['so we dance'],[3],1,['SV'],[1]
and I was amazed to find out later that he actually was deaf,['and I was amazed to find out later that he actually was deaf'],[13],4,['SV'],[1]
and he wears heavy duty,['and he wears heavy duty'],[5],2,['SVO'],[1]
I dont know much detail about it,['I dont know much detail about it'],[8],3,['SVO'],[1]
but yet he can feel the rhythm,['but yet he can feel the rhythm'],[7],2,['SVO'],[1]
and he can tap dance,['and he can tap dance'],[5],1,['SVO'],[1]
but to understand him I just hafta look at him,"['to understand him', 'but to understand him I just hafta look at him']","[3, 10]",2,"['VO', 'OSV']","[1, 2]"
and listen very closely,['and listen very closely'],[4],2,['V'],[1]
and I can understand him completely,['and I can understand him completely'],[6],1,['SVO'],[1]
hes a responsible adult,['hes a responsible adult'],[5],2,['SV'],[1]
holds a job,['holds a job'],[3],2,['VO'],[1]
and it hasnt affected him negatively in any other way,['and it hasnt affected him negatively in any other way'],[11],3,['SVO'],[1]
