text,Split_Clauses,Word_Counts,Max_Syntax_Tree_Depth,Word_Order,Verb_Phrases
and they took me they took some more pictures,"['they took some more pictures', 'and they took me they took some more pictures']","[5, 9]",4,"['SVO', 'SVO']","[1, 1]"
and they put me on a flight and flew me to Saint Vinces,"['flew me to Saint Vinces', 'and they put me on a flight and flew me to Saint Vinces']","[5, 13]",4,"['VO', 'SVO']","[1, 1]"
theyd sent me to IU no Methodist Methodist,"['theyd sent me to IU no Methodist Methodist', 'to IU no Methodist Methodist']","[9, 5]",3,"['SVO', 'VO']","[2, 1]"
and then they brought me in,['and then they brought me in'],[6],1,['SVO'],[1]
and h then I kinda was in and out and in and out,['and h then I kinda was in and out and in and out'],[13],4,['SV'],[0]
and finally I woke up,['and finally I woke up'],[5],1,['SV'],[1]
and they told me they were gonna keep me for a couple days,"['they were gonna keep me for a couple days', 'and they told me they were gonna keep me for a couple days']","[10, 14]",6,"['SVO', 'SVO']","[2, 3]"
and then theyll put me in an institute,['and then theyll put me in an institute'],[9],3,['SVO'],[1]
and they moved me to rehab,['and they moved me to rehab'],[6],2,['SVO'],[1]
and they rehabbed me for about oh probably three uh three weeks,['and they rehabbed me for about oh probably three uh three weeks'],[12],4,['SVO'],[1]
and I got better,['and I got better'],[4],1,['SV'],[1]
but youknow I I its slow,['but youknow I I its slow'],[6],2,['V'],[0]
its slow,['its slow'],[2],1,['V'],[0]
well I started walking,"['well I started walking', 'walking']","[4, 1]",1,"['SV', 'V']","[1, 1]"
and I kept walking more and more all the time,"['walking more and more all the time', 'and I kept walking more and more all the time']","[7, 10]",3,"['V', 'SV']","[1, 1]"
I kinda talked,['I kinda talked'],[3],1,['SV'],[1]
but and it would it got me started on it,"['but and it would it got me started on it', 'me started on it']","[10, 4]",3,"['SV', 'SV']","[1, 1]"
I still stumble across the words,['I still stumble across the words'],[6],3,['SV'],[1]
I dont have them very well,['I dont have them very well'],[7],2,['SVO'],[1]
but and I I played the drums,['but and I I played the drums'],[7],2,['SVO'],[1]
and I I I I I constantly am going over that,['and I I I I I constantly am going over that'],[11],1,['VSO'],[2]
I dont know,['I dont know'],[4],1,['SV'],[1]
I had a a a baby baby boy,['I had a a a baby baby boy'],[8],2,['SVO'],[1]
and he is twenty now or eighteen eighteen now,['and he is twenty now or eighteen eighteen now'],[9],3,['SV'],[0]
and I watched him grow up,"['him grow up', 'and I watched him grow up']","[3, 6]",2,"['SV', 'SV']","[1, 1]"
I married mine,['I married mine'],[3],1,['SVO'],[1]
and thats I I I dont know,['and thats I I I dont know'],[9],1,['SV'],[2]
thats about good as it gets,"['thats about good as it gets', 'as it gets']","[7, 3]",2,"['SV', 'SV']","[1, 1]"
the guy was playing volleyball,['the guy was playing volleyball'],[5],2,['SVO'],[1]
and it went through the window,['and it went through the window'],[6],3,['SV'],[1]
and it crashed,['and it crashed'],[3],1,['SV'],[1]
and then I I this last one I dont have,['and then I I this last one I dont have'],[11],3,['SV'],[1]
yeah,['yeah'],[1],0,['V'],[0]
yeah,['yeah'],[1],0,['V'],[0]
lets see there,"['lets', 'lets see there']","[1, 3]",1,"['V', 'SV']","[1, 1]"
and hes looking out the window with the ball trying to find out who who sent it,"['and hes looking out the window with the ball trying to find out who who sent it', 'trying to find out who who sent it']","[18, 8]",5,"['SVO', 'VOS']","[2, 2]"
hes ready to go to school,['hes ready to go to school'],[7],4,['SV'],[2]
and she gives him a vel a umbrella,['and she gives him a vel a umbrella'],[8],2,['SVO'],[1]
and he said,['and he said'],[3],1,['SV'],[1]
and then it rained on him,['and then it rained on him'],[6],2,['SV'],[1]
and it rained on him all the way to school,['and it rained on him all the way to school'],[10],4,['SV'],[1]
when he got home he was all drenched,"['when he got home he was all drenched', 'when he got home']","[8, 4]",2,"['SV', 'SVO']","[1, 1]"
and she said,['and she said'],[3],1,['SV'],[1]
and he took it,['and he took it'],[4],1,['SVO'],[1]
this girl saw a cat stuck,"['a cat stuck', 'this girl saw a cat stuck']","[3, 6]",3,"['SV', 'SV']","[1, 1]"
so she called for this man,['so she called for this man'],[6],3,['SV'],[1]
and he he went out,['and he he went out'],[5],1,['SV'],[1]
and he couldnt get it,['and he couldnt get it'],[6],1,['SVO'],[1]
and the dog was barking,['and the dog was barking'],[5],2,['SV'],[1]
and so well he he dropped a ladder,['and so well he he dropped a ladder'],[8],2,['SVO'],[1]
so they called the firefighter,['so they called the firefighter'],[5],2,['SVO'],[1]
and they came over to get the cat and the man outof the chair,"['to get the cat and the man outof the chair', 'and they came over to get the cat and the man outof the chair']","[10, 14]",5,"['VSO', 'SVO']","[1, 2]"
and then they went back to the place,['and then they went back to the place'],[8],4,['SV'],[1]
Cinderella was by herself,['Cinderella was by herself'],[4],2,['SV'],[0]
so he they made the sepmother,['so he they made the sepmother'],[6],2,['SVO'],[1]
and they took Cinderella in,['and they took Cinderella in'],[5],1,['SVO'],[1]
and they made her comb her hair put on dresses take care of the little the constant the constant the animals,"['her hair put on dresses take care of the little the constant the constant the animals', 'and they made her comb her hair put on dresses take care of the little the constant the constant the animals']","[16, 21]",7,"['SVO', 'SVO']","[1, 1]"
she takes care of the animals,['she takes care of the animals'],[6],3,['SVO'],[1]
and then she was slowly looking out over the the place and seeing the castle and stuff,"['and then she was slowly looking out over the the place and seeing the castle and stuff', 'seeing the castle and stuff']","[17, 5]",3,"['SVO', 'VO']","[1, 1]"
and then one day this guy came and was selling to get this get the,"['and then one day this guy came and was selling to get this get the', 'was selling to get this get the']","[15, 7]",4,"['SVO', 'VSO']","[3, 2]"
he was trying to get all the girls to semble,"['to get all the girls to semble', 'he was trying to get all the girls to semble']","[7, 10]",4,"['VS', 'SV']","[2, 3]"
and youknow they the stepmom made flower or dresses for the two girls,"['the stepmom made flower or dresses for the two girls', 'and youknow they the stepmom made flower or dresses for the two girls']","[10, 13]",4,"['SVO', 'VOS']","[1, 1]"
and they got dressed,['and they got dressed'],[4],1,['V'],[1]
and and Cinderella wanted to go,"['to go', 'and and Cinderella wanted to go']","[2, 6]",2,"['V', 'SV']","[1, 2]"
but she couldnt go,['but she couldnt go'],[5],1,['SV'],[1]
and she was kindof depressed,['and she was kindof depressed'],[5],1,['SV'],[1]
and she was in her room,['and she was in her room'],[6],3,['SV'],[0]
and this ep this stepmother,['and this ep this stepmother'],[5],2,['SV'],[0]
said,['said'],[1],0,['V'],[1]
and she danced with the guy,['and she danced with the guy'],[6],3,['SV'],[1]
and it was twelve oclock,['and it was twelve oclock'],[5],2,['SV'],[0]
and she knew she had to get outof everything,"['she had to get outof everything', 'and she knew she had to get outof everything']","[6, 9]",3,"['SVO', 'SVO']","[2, 2]"
and she ran down my stairs,['and she ran down my stairs'],[6],3,['SV'],[1]
and one of the slippers landed on the stairs,['and one of the slippers landed on the stairs'],[9],4,['SV'],[1]
and she was all she was all w,['and she was all she was all w'],[8],3,['SV'],[0]
anyway this guy brought this slipper in and tried it on and tried it on the two girls,"['anyway this guy brought this slipper in and tried it on and tried it on the two girls', 'tried it on and tried it on the two girls']","[18, 10]",5,"['SVO', 'VO']","[1, 1]"
and they wouldnt take it,['and they wouldnt take it'],[6],1,['SVO'],[1]
and he goes,['and he goes'],[3],1,['SV'],[1]
and she said,['and she said'],[3],1,['SV'],[1]
and she came down,['and she came down'],[4],1,['SV'],[1]
and she tried the slipper on,['and she tried the slipper on'],[6],2,['SVO'],[1]
and it fit,['and it fit'],[3],1,['SV'],[1]
and they got married,['and they got married'],[4],1,['V'],[1]
that was bad,['that was bad'],[3],1,['SV'],[0]
well Id get the bread out the sandwich spread and the jelly and a plate,['well Id get the bread out the sandwich spread and the jelly and a plate'],[16],4,['SVO'],[1]
and I would take out two slices of bread and put them on the the on the the thing,"['and I would take out two slices of bread and put them on the the on the the thing', 'put them on the the on the the thing']","[19, 9]",4,"['SVO', 'VO']","[1, 1]"
and then I would take and I would open up the the the peanut butter,"['I would open up the the the peanut butter', 'and then I would take and I would open up the the the peanut butter']","[9, 15]",3,"['SVO', 'SVO']","[1, 2]"
and Id get it,['and Id get it'],[5],1,['SVO'],[1]
and Id slop it down there,['and Id slop it down there'],[7],2,['VO'],[0]
then Id take and Id open the jelly,"['d open the jelly', 'then Id take and Id open the jelly']","[4, 10]",3,"['SV', 'VS']","[1, 1]"
and Id take it,['and Id take it'],[5],1,['SVO'],[1]
and Id slap it on,['and Id slap it on'],[6],1,['SVO'],[1]
and then Id move I would move the jelly and put it on top of the peanut butter,"['and then Id move I would move the jelly and put it on top of the peanut butter', 'put it on top of the peanut butter']","[19, 8]",6,"['SVO', 'VO']","[1, 1]"
and then Id have a sandwich,['and then Id have a sandwich'],[7],2,['SVO'],[1]
well most the somestime,['well most the somestime'],[4],1,['V'],[0]
thats what it is,['thats what it is'],[5],2,['SV'],[1]
I cant get it out at all until I Im told what it is,"['I cant get it out at all until I Im told what it is', 'Im told what it is']","[16, 6]",3,"['SVO', 'VS']","[2, 1]"
then I get right to it,['then I get right to it'],[6],3,['SV'],[1]
do I remember,['do I remember'],[3],1,['SV'],[1]
yeah I got up in the morning,['yeah I got up in the morning'],[7],3,['SV'],[1]
I went to the bathroom,['I went to the bathroom'],[5],3,['SV'],[1]
and the next thing I know I,"['I know', 'and the next thing I know']","[2, 6]",2,"['SV', 'VS']","[1, 0]"
I was in New York at the time,['I was in New York at the time'],[8],3,['SV'],[0]
next thing I know I was in I was singing Wichita,"['next thing I know I was in I was singing Wichita', 'I was singing Wichita']","[11, 4]",3,"['VSO', 'SVO']","[1, 1]"
so its its been awhile,['so its its been awhile'],[5],2,['SV'],[0]
I there were alotof things I never knew what happened,['I there were alotof things I never knew what happened'],[10],4,['SV'],[1]
I I was I was in Wichita Imean in Albany for about I dont know three two three weeks,['I I was I was in Wichita Imean in Albany for about I dont know three two three weeks'],[20],5,['SVO'],[1]
then I was next time I was in in Wichita,['then I was next time I was in in Wichita'],[10],3,['SV'],[0]
so I dont know,['so I dont know'],[5],1,['SV'],[1]
well when I was in this one place,['well when I was in this one place'],[8],4,['VS'],[0]
what was it,['what was it'],[3],1,['VS'],[0]
I I cant remember,['I I cant remember'],[5],1,['SV'],[1]
but I did alotof walking,"['alotof walking', 'but I did alotof walking']","[2, 5]",2,"['SV', 'SV']","[1, 1]"
I did alotof exercise every morning other than weekends,['I did alotof exercise every morning other than weekends'],[9],3,['SVO'],[1]
I they were doing something to me,['I they were doing something to me'],[7],2,['SVO'],[1]
it was lotta,['it was lotta'],[3],1,['SV'],[0]
sure,['sure'],[1],0,['V'],[0]
I I other from youknow t getting married and all I think that one of the best things I ever did,['I I other from youknow t getting married and all I think that one of the best things I ever did'],[21],5,['SV'],[2]
it was about twenties or so,['it was about twenties or so'],[6],3,['SV'],[0]
Imean when I was in in the airforce I played alotof ball and alotof se football,['Imean when I was in in the airforce I played alotof ball and alotof se football'],[16],4,['SVO'],[1]
and I had a wonderful time doing that,['and I had a wonderful time doing that'],[8],3,['SVO'],[1]
a wonderful time,['a wonderful time'],[3],1,['V'],[0]
I played baseball,['I played baseball'],[3],1,['SVO'],[1]
I played football,['I played football'],[3],1,['SVO'],[1]
but football was my thing,['but football was my thing'],[5],2,['SV'],[0]
I I I I learned alot,['I I I I learned alot'],[6],1,['VSO'],[1]
I I I got alot from it,['I I I got alot from it'],[7],2,['SVO'],[1]
and it was one of my best things,['and it was one of my best things'],[8],4,['SV'],[0]
he kicked the ball,['he kicked the ball'],[4],2,['SVO'],[1]
he he kicked the ball,['he he kicked the ball'],[5],2,['SVO'],[1]
it went into the house,['it went into the house'],[5],3,['SV'],[1]
the dad saw it,['the dad saw it'],[4],2,['SVO'],[1]
and he wont get it back becauseof the becauseof the the ball being outof,['and he wont get it back becauseof the becauseof the the ball being outof'],[15],5,['SVO'],[1]
he he kicked the ball,['he he kicked the ball'],[5],2,['SVO'],[1]
it went into the house,['it went into the house'],[5],3,['SV'],[1]
it knocked over the table Imean the lamp,['it knocked over the table Imean the lamp'],[8],5,['SV'],[1]
and hes not gonna get it back,"['na get it back', 'and hes not gonna get it back']","[4, 9]",2,"['VO', 'SVO']","[1, 2]"
okay,['okay'],[1],0,['V'],[0]
okay,['okay'],[1],0,['V'],[0]
the kid didnt wanna use the envelope,['the kid didnt wanna use the envelope'],[8],2,['SVO'],[1]
so he went out without it,['so he went out without it'],[6],2,['SV'],[1]
and he got soaking wet,['and he got soaking wet'],[5],1,['SVO'],[1]
and so he went back home,['and so he went back home'],[6],2,['SV'],[1]
and his mother was really mad at him,['and his mother was really mad at him'],[8],3,['SV'],[0]
and so he took the umbrebrella,['and so he took the umbrebrella'],[6],2,['SVO'],[1]
and then he when he got home he gave it to his mother,"['when he got home', 'and then he when he got home he gave it to his mother']","[4, 13]",3,"['SVO', 'SVO']","[1, 1]"
okay,['okay'],[1],0,['V'],[0]
oh do you want me to just tell you right now,"['oh do you want me to just tell you right now', 'me to just tell you right now']","[11, 7]",3,"['SVO', 'SVO']","[2, 1]"
okay,['okay'],[1],0,['V'],[0]
I Im ready,"['I Im ready', 'Im ready']","[4, 3]",2,"['VS', 'SV']","[0, 1]"
theres theres a theres a ladder on the ground,"['theres a theres a ladder on the ground', 'theres theres a theres a ladder on the ground']","[10, 12]",6,"['V', 'V']","[1, 1]"
and and it was used to catch a cat,"['and and it was used to catch a cat', 'to catch a cat']","[9, 4]",3,"['VO', 'VO']","[2, 1]"
but it it was on the ground,['but it it was on the ground'],[7],3,['SV'],[0]
so I didnt,['so I didnt'],[4],1,['SV'],[1]
and I needed to take the dog,"['and I needed to take the dog', 'to take the dog']","[7, 4]",3,"['SVO', 'VO']","[2, 1]"
but he was he was couldnt get up because the dog was growling on him,"['couldnt get up because the dog was growling on him', 'but he was he was couldnt get up because the dog was growling on him']","[11, 16]",4,"['VS', 'SV']","[2, 2]"
so I got some firemen,['so I got some firemen'],[5],2,['SVO'],[1]
and he he got up there,['and he he got up there'],[6],2,['SV'],[1]
and on his way to the ground he saw a wren,['and on his way to the ground he saw a wren'],[11],5,['SVO'],[1]
and that was it,['and that was it'],[4],1,['SV'],[0]
okay,['okay'],[1],0,['V'],[0]
Cinderella went Cinderella Cinderella was introduced by her two her two siksters,"['Cinderella Cinderella was introduced by her two her two siksters', 'Cinderella went Cinderella Cinderella was introduced by her two her two siksters']","[10, 12]",4,"['V', 'SV']","[1, 2]"
and they told him,['and they told him'],[4],1,['SVO'],[1]
but but Cinderella had a fairy godmother who who got her all dressed up and sent her to the ball,['but but Cinderella had a fairy godmother who who got her all dressed up and sent her to the ball'],[20],6,['SVO'],[1]
and at midnight she at midnight she hadta go,['and at midnight she at midnight she hadta go'],[9],3,['SV'],[1]
and she lost her slipper,['and she lost her slipper'],[5],2,['SVO'],[1]
and so everyone was wondering about the slipper,['and so everyone was wondering about the slipper'],[8],3,['SV'],[1]
but she only had one,['but she only had one'],[5],1,['SVO'],[1]
and then the count came and said he had the other slipper,"['said he had the other slipper', 'and then the count came and said he had the other slipper']","[6, 12]",4,"['VSO', 'SVO']","[1, 1]"
and he took it from her,['and he took it from her'],[6],2,['SVO'],[1]
and it was her slipper,['and it was her slipper'],[5],2,['SV'],[0]
and so Cinderella and the prince lived p happily ever after,['and so Cinderella and the prince lived p happily ever after'],[11],3,['SVO'],[1]
something like that,['something like that'],[3],2,['V'],[0]
I get two pieces of bread,['I get two pieces of bread'],[6],3,['SVO'],[1]
I put I put I put e jelly on one slice and peanut butter on the other,"['I put I put', 'I put I put I put e jelly on one slice and peanut butter on the other']","[4, 17]",4,"['SV', 'SVO']","[1, 1]"
and I put it together and eat them,"['and I put it together and eat them', 'eat them']","[8, 2]",2,"['SVO', 'VO']","[1, 1]"
my speech is okay,['my speech is okay'],[4],2,['SV'],[0]
but alotof times I I I know what it is but I cant say it,['but alotof times I I I know what it is but I cant say it'],[16],1,['VSO'],[2]
thats what it is,['thats what it is'],[5],2,['SV'],[1]
I I know what it is,['I I know what it is'],[6],2,['SV'],[1]
and until someone tells me what it is I just cant say it,"['and until someone tells me what it is I just cant say it', 'until someone tells me what it is']","[14, 7]",3,"['SOV', 'SVO']","[1, 1]"
I dont know why,['I dont know why'],[5],1,['SV'],[1]
but its the way it is now,['but its the way it is now'],[7],2,['SV'],[0]
yeah,['yeah'],[1],0,['V'],[0]
well I got up in the in the morning,['well I got up in the in the morning'],[9],3,['SV'],[1]
and right away I I I I rolled over,['and right away I I I I rolled over'],[9],2,['VS'],[1]
she she was by my side,['she she was by my side'],[6],3,['SV'],[0]
and I told her I felt a little queasy,"['and I told her I felt a little queasy', 'I felt a little queasy']","[9, 5]",3,"['SVO', 'SVO']","[1, 1]"
and she didnt say much about it,['and she didnt say much about it'],[8],3,['SVO'],[1]
so then I went to the bathroom and I I I I I I I went to the bathroom and did my thing,['so then I went to the bathroom and I I I I I I I went to the bathroom and did my thing'],[23],3,['SVO'],[3]
and then right after I did my thing something happened in here,"['right after I did my thing', 'and then right after I did my thing something happened in here']","[6, 12]",3,"['SVO', 'SOV']","[1, 1]"
and I said,['and I said'],[3],1,['SV'],[1]
and thats the last thing I remember for weeks,['and thats the last thing I remember for weeks'],[10],4,['SV'],[1]
well the the last thing I knew before my stroke hit was,['well the the last thing I knew before my stroke hit was'],[12],5,['SV'],[0]
well after my stroke hit I I woke up,"['after my stroke hit I', 'well after my stroke hit I I woke up']","[5, 9]",3,"['SVO', 'SOV']","[1, 1]"
and I was well I I remember that is this was Amsterdam NewYork,['and I was well I I remember that is this was Amsterdam NewYork'],[13],1,['SV'],[1]
so the next thing I know Im back in Wichita,"['I know', 'so the next thing I know Im back in Wichita', 'Im back in Wichita']","[2, 11, 5]",4,"['SV', 'VS', 'SV']","[1, 0, 1]"
and Im Im on a bed,"['m', 'and Im Im on a bed']","[1, 8]",3,"['V', 'SV']","[1, 1]"
my wifes there,['my wifes there'],[3],1,['V'],[0]
and and I I slowly start talking to her,"['and and I I slowly start talking to her', 'talking to her']","[9, 3]",3,"['SV', 'V']","[1, 1]"
but I dont think I at at the r first thing I n dont think I made much sense to her,['but I dont think I at at the r first thing I n dont think I made much sense to her'],[23],4,['SVO'],[2]
but she was always there for me,['but she was always there for me'],[7],2,['SV'],[0]
so it it it youknow it was okay because I I could tell her anything I wanted,['so it it it youknow it was okay because I I could tell her anything I wanted'],[17],1,['VSO'],[2]
shed listen,['shed listen'],[2],1,['VO'],[1]
did whatever she could,['did whatever she could'],[4],2,['VOS'],[1]
and then after awhile two or three nurses would come in everyday,['and then after awhile two or three nurses would come in everyday'],[12],3,['SV'],[1]
and they would do crazy things like lift my legs and lift my back,['and they would do crazy things like lift my legs and lift my back'],[14],5,['SVO'],[1]
and every day it was something different,['and every day it was something different'],[7],2,['SV'],[0]
and I would go down the hall,['and I would go down the hall'],[7],3,['SV'],[1]
and they would do leg lifts trying to get me whatever,['and they would do leg lifts trying to get me whatever'],[11],4,['SVO'],[2]
and I I would do do stairs,['and I I would do do stairs'],[7],1,['SVO'],[1]
I remember that I did stairs,"['that I did stairs', 'I remember that I did stairs']","[4, 6]",2,"['SVO', 'SVO']","[1, 1]"
did alotof I dont know,['did alotof I dont know'],[6],1,['VS'],[2]
then I dont know,['then I dont know'],[5],1,['SV'],[1]
there was always somebody there,['there was always somebody there'],[5],2,['V'],[1]
there was always always somebody doing something to me,"['there was always always somebody doing something to me', 'somebody doing something to me']","[9, 5]",3,"['VSO', 'SVO']","[1, 1]"
alotof it I dont know anymore,['alotof it I dont know anymore'],[7],1,['VOS'],[1]
but it it was very for the first couple weeks I it was very extensive,['but it it was very for the first couple weeks I it was very extensive'],[15],3,['SV'],[0]
well the the best thing I can remember before my stroke was getting married ofcourse,"['well the the best thing I can remember before my stroke was getting married ofcourse', 'I can remember before my stroke was getting married ofcourse']","[15, 10]",4,"['VSO', 'SVO']","[2, 2]"
and I was in the service at the time,['and I was in the service at the time'],[9],3,['SV'],[0]
we we before my before I was a privacy officer I was also in the in the airforce for twenty two years,['we we before my before I was a privacy officer I was also in the in the airforce for twenty two years'],[22],6,['SV'],[0]
so other from that I think the thing that I I do the most about in in in Helenikon Greece,['so other from that I think the thing that I I do the most about in in in Helenikon Greece'],[20],5,['SVO'],[1]
I I was very interested in basketball and baseball and and especially football,['I I was very interested in basketball and baseball and and especially football'],[13],5,['SV'],[0]
had alotof good memories about football,['had alotof good memories about football'],[6],3,['VO'],[1]
yeah I I I was I was I I I I Im not a blowing my own horn but after the season I was I was the best player defensively on the team,['yeah I I I was I was I I I I Im not a blowing my own horn but after the season I was I was the best player defensively on the team'],[34],0,['VSO'],[1]
I had alotof interceptions,['I had alotof interceptions'],[4],2,['SVO'],[1]
alotof things happened,['alotof things happened'],[3],2,['SV'],[1]
but theres a a alotof things,['but theres a a alotof things'],[7],2,['V'],[1]
oh there theres so much I I,['oh there theres so much I I'],[8],2,['V'],[1]
infact youknow theres so many things good and bad that have happened to me,"['infact', 'infact youknow theres so many things good and bad that have happened to me', 'theres so many things good and bad that have happened to me']","[1, 15, 13]",5,"['V', 'VS', 'VS']","[0, 1, 2]"
I I I cant do anything,['I I I cant do anything'],[7],2,['SVO'],[1]
infact theres alotof them I dont even remember anymore,"['infact theres alotof them I dont even remember anymore', 'I dont even remember anymore']","[11, 6]",2,"['VOS', 'SV']","[2, 1]"
theyre either trivial or whatever,['theyre either trivial or whatever'],[6],2,['SV'],[1]
but a thats the way it is,['but a thats the way it is'],[8],3,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
there there was a boy who kicked the ball,['there there was a boy who kicked the ball'],[9],4,['VSO'],[1]
and the ball went into a glass window,['and the ball went into a glass window'],[8],3,['SV'],[1]
and when he when when it went into the window and it hit the guy on the on the stairs,"['when he when when it went into the window and it hit the guy on the on the stairs', 'and when he when when it went into the window and it hit the guy on the on the stairs']","[19, 20]",5,"['SVO', 'VSO']","[1, 0]"
and so she,['and so she'],[3],1,['V'],[0]
and he he told him he wasnt getting it back til the lamp was fixed,"['he wasnt getting it back til the lamp was fixed', 'and he he told him he wasnt getting it back til the lamp was fixed']","[11, 16]",4,"['SVO', 'SVO']","[2, 3]"
okay,['okay'],[1],0,['V'],[0]
first of all the boy did not want to take an umbrellbrella,"['first of all the boy did not want to take an umbrellbrella', 'to take an umbrellbrella']","[12, 4]",4,"['VO', 'VO']","[2, 1]"
he he she,['he he she'],[3],1,['V'],[0]
so she,['so she'],[2],1,['V'],[0]
so she,['so she'],[2],1,['V'],[0]
and he was all wet now,['and he was all wet now'],[6],2,['SV'],[0]
and so she,['and so she'],[3],1,['V'],[0]
and she,['and she'],[2],1,['V'],[0]
and he went to school with it,['and he went to school with it'],[7],2,['SV'],[1]
okay,['okay'],[1],0,['V'],[0]
okay,['okay'],[1],0,['V'],[0]
first of all I see a little girl,['first of all I see a little girl'],[8],3,['SVO'],[1]
and shes trying to get a cat,"['to get a cat', 'and shes trying to get a cat']","[4, 8]",3,"['VO', 'SVO']","[1, 2]"
but her her her ladder broke,['but her her her ladder broke'],[6],2,['SV'],[1]
so she couldnt get it,['so she couldnt get it'],[6],1,['SVO'],[1]
so she she went to her frather,['so she she went to her frather'],[7],3,['SV'],[1]
and he had he had a real he had a dog a dog,"['he had a real he had a dog a dog', 'and he had he had a real he had a dog a dog']","[10, 13]",5,"['SVO', 'SVO']","[1, 1]"
and the and had a dog,"['had a dog', 'and the and had a dog']","[3, 6]",3,"['VO', 'VO']","[1, 0]"
and he and up up the tree trying to get him,"['to get him', 'and he and up up the tree trying to get him']","[3, 11]",4,"['VO', 'SVO']","[1, 2]"
and so because she couldnt get him,"['and so because she couldnt get him', 'because she couldnt get him']","[8, 6]",2,"['VSO', 'SVO']","[1, 1]"
and she couldnt get the cat,['and she couldnt get the cat'],[7],2,['SVO'],[1]
she couldnt get the dog,['she couldnt get the dog'],[6],2,['SVO'],[1]
she went with the firemen who got her out and got everything back to normal,['she went with the firemen who got her out and got everything back to normal'],[15],7,['SVO'],[1]
okay,['okay'],[1],0,['V'],[0]
when the grandmother,['when the grandmother'],[3],1,['V'],[0]
and n Cinderella did all the work,['and n Cinderella did all the work'],[7],3,['SVO'],[1]
and as kids got older there were more things for Cinderella to do that that they wouldnt do,"['that they wouldnt do', 'and as kids got older there were more things for Cinderella to do that that they wouldnt do', 'as kids got older']","[5, 19, 4]",3,"['SV', 'SVO', 'SV']","[1, 3, 1]"
and finally they they got an invitation from the prince that there was gonna be a gala at the at the princes palace,['and finally they they got an invitation from the prince that there was gonna be a gala at the at the princes palace'],[24],7,['SVO'],[2]
and they they told her she couldnt go because she she wasnt invited,"['because she she wasnt invited', 'she couldnt go', 'and they they told her she couldnt go because she she wasnt invited']","[6, 4, 15]",2,"['V', 'SV', 'SVO']","[1, 1, 3]"
and only they went,['and only they went'],[4],1,['SV'],[1]
so after they were gone the fairy godmother showed up and and showed them how she could do it,"['after they were gone', 'showed them how she could do it', 'so after they were gone the fairy godmother showed up and and showed them how she could do it']","[4, 7, 19]",3,"['V', 'VOS', 'SVO']","[1, 2, 3]"
and so the first thing the fairy godmother did was turn all the mice and everything into into the carriage and the horse and all,"['and so the first thing the fairy godmother did was turn all the mice and everything into into the carriage and the horse and all', 'turn all the mice and everything into into the carriage and the horse and all']","[25, 15]",6,"['SVO', 'VO']","[0, 1]"
and then then Cinderella was was given a fine dress to wear,['and then then Cinderella was was given a fine dress to wear'],[12],3,['VO'],[2]
and then when she got to the when she got to the ball the only thing the only thing when she got to the ball the prince could see nothing but Cinderella,"['when she got to the ball', 'and then when she got to the when she got to the ball the only thing the only thing when she got to the ball the prince could see nothing but Cinderella']","[6, 32]",5,"['SV', 'SVO']","[1, 2]"
and they danced the night away,['and they danced the night away'],[6],2,['SVO'],[1]
and then at twelve oclock she said she hadta go,"['she hadta go', 'and then at twelve oclock she said she hadta go']","[3, 10]",3,"['SV', 'SV']","[1, 1]"
and while she was going one of her slippers was left on the ground,"['while she was going', 'and while she was going one of her slippers was left on the ground']","[4, 14]",4,"['SV', 'SV']","[1, 2]"
so when she got home Cinderella was back on her in her in her shabby clothes and with the dogs and cats and everything,"['so when she got home Cinderella was back on her in her in her shabby clothes and with the dogs and cats and everything', 'when she got home']","[24, 4]",4,"['SV', 'SVO']","[0, 1]"
and then the the the shoe was supposed to be broken by by by the by the ugly mother,"['and then the the the shoe was supposed to be broken by by by the by the ugly mother', 'to be broken by by by the by the ugly mother']","[19, 11]",4,"['V', 'V']","[2, 1]"
but they they it it wasnt,['but they they it it wasnt'],[7],3,['SV'],[0]
and so Cinderella put on the shoe,['and so Cinderella put on the shoe'],[7],3,['SV'],[1]
and it was an exact match of the other other one,['and it was an exact match of the other other one'],[11],4,['SV'],[0]
so she,['so she'],[2],1,['V'],[0]
and so her and the prince got married,['and so her and the prince got married'],[8],3,['V'],[1]
and they lived happily ever after,['and they lived happily ever after'],[6],2,['SV'],[1]
you put you put on one once you put two slices of bread together,"['you put you put on one once you put two slices of bread together', 'you put on one', 'once you put two slices of bread together']","[14, 4, 8]",4,"['SVO', 'SVO', 'SVO']","[1, 1, 1]"
one with a peanut butter and one with jelly,['one with a peanut butter and one with jelly'],[9],3,['V'],[0]
and you get them together,['and you get them together'],[5],1,['SVO'],[1]
you got a peanut butter jelly sandwich,['you got a peanut butter jelly sandwich'],[7],3,['SVO'],[1]
oh its fair,['oh its fair'],[3],1,['V'],[0]
its alot better than it useta be,['its alot better than it useta be'],[7],3,['SV'],[1]
I had my stroke three years ago,['I had my stroke three years ago'],[7],3,['SVO'],[1]
I dont remember it,['I dont remember it'],[5],1,['SVO'],[1]
I remember being at the restaurant,['I remember being at the restaurant'],[6],4,['SV'],[1]
and I collapsed,['and I collapsed'],[3],1,['SV'],[1]
thats basically my memory,['thats basically my memory'],[5],2,['SV'],[1]
